"ts","O","customer","driver","demand","gap","supply"
136,24,38,39,44,4,40
136,25,16,17,17,0,0
136,26,11,11,12,1,11
136,27,38,37,39,2,37
136,28,100,98,100,0,0
136,29,12,12,12,0,0
136,30,0,0,0,0,0
136,31,5,5,5,0,0
136,32,0,0,0,0,0
136,33,4,4,4,0,0
136,34,2,1,2,0,0
136,35,8,8,9,0,0
136,36,7,6,7,1,6
136,37,75,76,79,3,76
136,38,4,4,4,0,0
136,39,17,3,21,18,3
136,40,3,3,3,0,0
136,41,6,6,7,1,6
136,42,37,37,39,1,38
136,43,1,0,1,1,0
136,44,0,0,0,0,0
136,45,3,3,3,0,0
136,46,75,73,82,6,76
136,47,0,0,0,0,0
136,48,101,102,108,2,106
136,49,2,2,3,1,2
136,50,2,2,2,0,0
136,51,273,254,325,58,267
136,52,2,1,2,1,1
136,53,2,2,2,0,0
136,54,9,9,9,0,0
136,55,4,4,4,0,0
136,56,2,2,2,0,0
136,57,7,7,7,0,0
136,58,1,1,2,1,1
136,59,1,1,3,2,1
136,60,1,1,1,0,0
136,61,0,0,0,0,0
136,62,0,0,0,0,0
136,63,0,0,0,0,0
136,64,5,5,5,0,0
136,65,4,3,5,1,4
136,66,3,3,3,0,0
137,1,101,103,108,3,105
137,2,11,11,11,0,0
137,3,3,2,3,1,2
137,4,26,25,28,3,25
137,5,1,1,1,0,0
137,6,4,4,4,0,0
137,7,86,86,91,3,88
137,8,149,148,163,7,156
137,9,14,14,14,0,0
137,10,1,1,1,0,0
137,11,8,8,8,0,0
137,12,63,64,67,2,65
137,13,5,5,5,0,0
137,14,31,34,34,0,0
137,15,0,0,0,0,0
137,16,7,7,7,0,0
137,17,2,2,2,0,0
137,18,6,5,6,1,5
137,19,22,22,22,0,0
137,20,75,75,82,4,78
137,21,29,28,35,5,30
137,22,42,30,53,18,35
137,23,177,173,187,5,182
137,24,40,39,40,1,39
137,25,20,19,22,3,19
137,26,17,16,18,2,16
137,27,43,41,45,3,42
137,28,107,104,116,5,111
137,29,13,13,13,0,0
137,30,0,0,0,0,0
137,31,5,7,7,0,0
137,32,0,0,0,0,0
137,33,4,4,4,0,0
137,34,4,4,4,0,0
137,35,12,11,13,2,11
137,36,8,9,10,1,9
137,37,77,78,83,5,78
137,38,3,3,3,0,0
137,39,11,7,15,7,8
137,40,1,1,1,0,0
137,41,1,1,1,0,0
137,42,66,63,70,2,68
137,43,1,1,1,0,0
137,44,0,0,0,0,0
137,45,2,1,2,1,1
137,46,60,57,63,3,60
137,47,2,1,2,1,1
137,48,82,82,88,4,84
137,49,1,1,3,0,0
137,50,0,0,0,0,0
137,51,223,221,245,12,233
137,52,0,0,0,0,0
137,53,4,4,5,1,4
137,54,10,10,10,0,0
137,55,2,2,2,0,0
137,56,0,0,0,0,0
137,57,2,2,2,0,0
137,58,3,3,3,0,0
137,59,1,0,1,1,0
137,60,0,0,0,0,0
137,61,0,0,0,0,0
137,62,0,0,0,0,0
137,63,0,0,0,0,0
137,64,7,6,7,0,0
137,65,2,2,2,0,0
137,66,4,4,4,0,0
138,1,109,111,121,5,116
138,2,10,10,10,0,0
138,3,0,0,0,0,0
138,4,33,32,35,3,32
138,5,1,1,1,0,0
138,6,5,5,6,1,5
138,7,66,65,69,3,66
138,8,125,125,133,6,127
138,9,27,27,29,0,0
138,10,3,3,3,0,0
138,11,14,14,14,0,0
138,12,61,60,64,3,61
138,13,5,5,5,0,0
138,14,30,28,32,3,29
138,15,0,0,0,0,0
138,16,4,4,5,1,4
138,17,6,6,6,0,0
138,18,5,4,7,3,4
138,19,27,30,35,4,31
138,20,70,69,73,2,71
138,21,32,32,35,1,34
138,22,28,21,38,16,22
138,23,157,148,165,5,160
138,24,41,42,44,2,42
138,25,21,20,25,5,20
138,26,12,12,13,1,12
138,27,32,32,34,0,0
138,28,86,83,89,0,0
138,29,8,8,8,0,0
138,30,1,2,2,0,0
138,31,6,5,6,1,5
138,32,1,0,1,1,0
138,33,4,3,4,1,3
138,34,2,2,2,0,0
138,35,4,4,5,1,4
138,36,12,12,14,1,13
138,37,68,67,73,4,69
138,38,7,7,7,0,0
138,39,10,6,12,6,6
138,40,4,4,4,0,0
138,41,0,0,0,0,0
138,42,58,62,65,1,64
138,43,0,0,0,0,0
138,44,0,0,0,0,0
138,45,0,0,0,0,0
138,46,62,58,67,6,61
138,47,2,2,2,0,0
138,48,86,86,93,5,88
138,49,0,0,0,0,0
138,50,0,0,0,0,0
138,51,207,204,218,9,209
138,52,0,0,0,0,0
138,53,7,5,8,3,5
138,54,11,12,12,0,0
138,55,3,3,3,0,0
138,56,2,1,2,0,0
138,57,5,5,5,0,0
138,58,2,1,5,4,1
138,59,1,0,1,1,0
138,60,0,0,0,0,0
138,61,1,1,1,0,0
138,62,0,0,0,0,0
138,63,0,0,0,0,0
138,64,4,4,4,0,0
138,65,1,1,1,0,0
138,66,6,6,6,0,0
139,1,73,71,74,1,73
139,2,2,2,2,0,0
139,3,2,1,2,1,1
139,4,20,21,21,0,0
139,5,0,0,0,0,0
139,6,3,3,3,0,0
139,7,64,61,65,3,62
139,8,134,137,144,4,140
139,9,18,18,18,0,0
139,10,1,1,1,0,0
139,11,10,8,10,2,8
139,12,71,68,74,5,69
139,13,3,3,3,0,0
139,14,23,20,24,3,21
139,15,0,0,0,0,0
139,16,6,7,7,0,0
139,17,0,0,0,0,0
139,18,2,2,2,0,0
139,19,26,27,27,0,0
139,20,44,45,45,0,0
139,21,24,25,27,1,26
139,22,28,20,29,7,22
139,23,141,141,152,8,144
139,24,21,21,22,1,21
139,25,10,10,10,0,0
139,26,19,15,21,5,16
139,27,42,40,45,4,41
139,28,74,69,77,5,72
139,29,10,11,12,1,11
139,30,1,0,1,1,0
139,31,6,6,7,1,6
139,32,1,1,1,0,0
139,33,2,2,2,0,0
139,34,1,1,1,0,0
139,35,8,7,9,2,7
139,36,3,3,3,0,0
139,37,69,69,74,3,71
139,38,8,8,8,0,0
139,39,16,9,18,8,10
139,40,1,1,1,0,0
139,41,1,2,2,0,0
139,42,33,32,36,3,33
139,43,4,1,4,3,1
139,44,0,0,0,0,0
139,45,1,1,1,0,0
139,46,52,51,55,3,52
139,47,1,0,1,1,0
139,48,84,79,91,7,84
139,49,0,0,0,0,0
139,50,1,0,1,1,0
139,51,199,191,213,12,201
139,52,0,0,0,0,0
139,53,4,4,4,0,0
139,54,10,10,10,0,0
139,55,3,3,3,0,0
139,56,1,1,1,0,0
139,57,9,8,9,0,0
139,58,1,2,2,0,0
139,59,2,2,2,0,0
139,60,0,0,0,0,0
139,61,1,0,1,1,0
139,62,0,0,0,0,0
139,63,0,0,0,0,0
139,64,5,5,5,0,0
139,65,1,1,1,0,0
139,66,5,4,5,0,0
140,1,75,74,81,4,77
140,2,11,11,11,0,0
140,3,1,1,1,0,0
140,4,29,28,29,1,28
140,5,0,0,0,0,0
140,6,4,3,4,1,3
140,7,59,59,64,4,60
140,8,106,111,117,4,113
140,9,8,8,9,1,8
140,10,0,0,0,0,0
140,11,8,7,8,1,7
140,12,62,59,62,2,60
140,13,4,4,4,0,0
140,14,28,27,30,3,27
140,15,0,0,0,0,0
140,16,5,4,8,3,5
140,17,2,1,3,2,1
140,18,1,1,1,0,0
140,19,21,19,21,1,20
140,20,34,33,34,0,0
140,21,23,23,23,0,0
140,22,24,19,25,5,20
140,23,122,121,129,5,124
140,24,38,36,38,2,36
140,25,16,16,16,0,0
140,26,14,13,14,1,13
140,27,29,27,30,2,28
140,28,76,73,77,4,73
140,29,9,10,15,3,12
140,30,2,2,2,0,0
140,31,3,2,3,1,2
140,32,0,0,0,0,0
140,33,4,4,5,0,0
140,34,1,0,1,1,0
140,35,3,3,4,1,3
140,36,6,6,6,0,0
140,37,56,61,62,1,61
140,38,2,2,2,0,0
140,39,24,13,34,20,14
140,40,4,3,4,1,3
140,41,4,3,5,1,4
140,42,42,42,46,3,43
140,43,0,0,0,0,0
140,44,0,0,0,0,0
140,45,0,0,0,0,0
140,46,36,36,37,1,36
140,47,5,5,5,0,0
140,48,74,73,81,6,75
140,49,0,0,0,0,0
140,50,1,1,1,0,0
140,51,178,169,195,17,178
140,52,0,0,0,0,0
140,53,2,2,2,0,0
140,54,5,5,5,0,0
140,55,2,2,3,1,2
140,56,1,1,1,0,0
140,57,2,2,2,0,0
140,58,0,0,0,0,0
140,59,2,2,2,0,0
140,60,0,0,0,0,0
140,61,1,1,1,0,0
140,62,1,0,1,1,0
140,63,0,0,0,0,0
140,64,4,4,4,0,0
140,65,1,0,1,1,0
140,66,5,5,5,0,0
141,1,66,70,75,1,74
141,2,8,9,9,0,0
141,3,0,0,0,0,0
141,4,13,12,13,1,12
141,5,1,1,1,0,0
141,6,2,2,2,0,0
141,7,59,59,62,2,60
141,8,73,77,81,4,77
141,9,12,11,12,1,11
141,10,0,0,0,0,0
141,11,10,10,11,1,10
141,12,49,47,50,1,49
141,13,2,2,2,0,0
141,14,25,24,26,1,25
141,15,0,0,0,0,0
141,16,3,3,3,0,0
141,17,4,4,4,0,0
141,18,5,4,6,1,5
141,19,19,20,21,1,20
141,20,32,33,35,1,34
141,21,26,27,30,3,27
141,22,26,22,27,5,22
141,23,122,119,128,7,121
141,24,35,35,37,2,35
141,25,16,16,16,0,0
141,26,10,9,10,1,9
141,27,37,34,37,1,36
141,28,51,51,53,2,51
141,29,3,3,3,0,0
141,30,0,0,0,0,0
141,31,1,1,1,0,0
141,32,0,0,0,0,0
141,33,4,4,4,0,0
141,34,1,1,1,0,0
141,35,3,3,3,0,0
141,36,5,4,5,1,4
141,37,49,48,51,3,48
141,38,3,3,3,0,0
141,39,14,9,16,6,10
141,40,2,2,2,0,0
141,41,5,4,8,4,4
141,42,32,32,32,0,0
141,43,3,2,3,1,2
141,44,0,0,0,0,0
141,45,2,2,2,0,0
141,46,32,31,34,2,32
141,47,3,1,3,2,1
141,48,63,60,67,5,62
141,49,1,0,1,1,0
141,50,0,0,0,0,0
141,51,171,162,187,15,172
141,52,0,0,0,0,0
141,53,3,3,3,0,0
141,54,14,13,15,2,13
141,55,1,1,1,0,0
141,56,0,0,0,0,0
141,57,4,4,4,0,0
141,58,0,0,0,0,0
141,59,0,0,0,0,0
141,60,0,0,0,0,0
141,61,0,0,0,0,0
141,62,0,0,0,0,0
141,63,0,0,0,0,0
141,64,4,4,4,0,0
141,65,0,0,0,0,0
141,66,4,4,4,0,0
142,1,67,66,70,3,67
142,2,8,7,8,1,7
142,3,1,1,1,0,0
142,4,20,20,23,3,20
142,5,1,1,1,0,0
142,6,3,2,3,1,2
142,7,74,69,78,8,70
142,8,93,91,96,2,94
142,9,9,9,9,0,0
142,10,0,0,0,0,0
142,11,3,3,3,0,0
142,12,51,56,56,0,0
142,13,6,6,6,0,0
142,14,28,26,32,3,29
142,15,0,0,0,0,0
142,16,5,4,5,1,4
142,17,3,3,3,0,0
142,18,5,4,5,1,4
142,19,27,26,28,1,27
142,20,43,40,46,5,41
142,21,23,20,23,2,21
142,22,17,15,18,2,16
142,23,104,102,114,11,103
142,24,32,29,34,3,31
142,25,14,14,14,0,0
142,26,12,12,12,0,0
142,27,43,38,47,6,41
142,28,61,59,65,5,60
142,29,10,8,13,4,9
142,30,1,1,1,0,0
142,31,4,5,5,0,0
142,32,1,1,1,0,0
142,33,2,2,2,0,0
142,34,0,0,0,0,0
142,35,3,3,3,0,0
142,36,2,1,2,1,1
142,37,46,42,46,4,42
142,38,4,4,4,0,0
142,39,8,8,11,2,9
142,40,0,0,0,0,0
142,41,3,2,3,1,2
142,42,39,41,43,1,42
142,43,0,0,0,0,0
142,44,0,0,0,0,0
142,45,0,0,0,0,0
142,46,36,33,37,3,34
142,47,3,2,3,1,2
142,48,73,70,78,6,72
142,49,0,0,0,0,0
142,50,0,0,0,0,0
142,51,171,153,190,34,156
142,52,0,0,0,0,0
142,53,0,0,0,0,0
142,54,7,7,8,0,0
142,55,3,3,3,0,0
142,56,2,0,2,2,0
142,57,5,5,5,0,0
142,58,2,2,2,0,0
142,59,2,1,2,1,1
142,60,0,0,0,0,0
142,61,0,0,0,0,0
142,62,0,0,0,0,0
142,63,0,0,0,0,0
142,64,5,3,5,2,3
142,65,1,1,1,0,0
142,66,5,4,5,1,4
143,1,56,56,60,4,56
143,2,6,5,6,1,5
143,3,1,1,1,0,0
143,4,21,20,23,1,22
143,5,0,0,0,0,0
143,6,2,2,2,0,0
143,7,59,57,61,2,59
143,8,75,74,78,4,74
143,9,12,13,15,0,0
143,10,0,0,0,0,0
143,11,6,5,6,1,5
143,12,55,50,57,3,54
143,13,6,6,7,1,6
143,14,31,29,34,4,30
143,15,0,0,0,0,0
143,16,0,0,0,0,0
143,17,2,2,2,0,0
143,18,6,5,6,1,5
143,19,28,25,28,2,26
143,20,34,32,36,3,33
143,21,15,14,16,1,15
143,22,15,13,18,4,14
143,23,93,89,99,8,91
143,24,21,20,24,1,23
143,25,18,18,19,1,18
143,26,11,11,11,0,0
143,27,37,34,44,8,36
143,28,53,50,59,7,52
143,29,11,11,12,1,11
143,30,0,0,0,0,0
143,31,3,3,3,0,0
143,32,2,1,5,4,1
143,33,2,2,2,0,0
143,34,1,1,1,0,0
143,35,2,2,3,1,2
143,36,5,5,5,0,0
143,37,40,38,41,2,39
143,38,1,1,1,0,0
143,39,9,6,11,5,6
143,40,0,0,0,0,0
143,41,2,2,2,0,0
143,42,35,36,38,0,0
143,43,0,0,0,0,0
143,44,0,0,0,0,0
143,45,2,2,2,0,0
143,46,18,18,18,0,0
143,47,0,0,0,0,0
143,48,74,71,81,9,72
143,49,1,1,1,0,0
143,50,1,1,1,0,0
143,51,153,133,169,25,144
143,52,0,0,0,0,0
143,53,2,2,2,0,0
143,54,16,15,17,2,15
143,55,0,0,0,0,0
143,56,2,0,2,2,0
143,57,6,6,6,0,0
143,58,1,1,1,0,0
143,59,0,0,0,0,0
143,60,0,0,0,0,0
143,61,0,0,0,0,0
143,62,0,0,0,0,0
143,63,0,0,0,0,0
143,64,3,3,3,0,0
143,65,0,0,0,0,0
143,66,3,2,3,1,2
144,1,48,47,49,2,47
144,2,4,4,4,0,0
144,3,0,0,0,0,0
144,4,14,14,14,0,0
144,5,0,0,0,0,0
144,6,3,2,4,2,2
144,7,52,45,55,9,46
144,8,74,74,78,4,74
144,9,15,14,18,2,16
144,10,0,0,0,0,0
144,11,6,6,6,0,0
144,12,59,56,64,3,61
144,13,3,3,3,0,0
144,14,13,12,13,1,12
144,15,0,0,0,0,0
144,16,2,2,2,0,0
144,17,2,2,2,0,0
144,18,2,2,3,1,2
144,19,15,15,15,0,0
144,20,30,30,30,0,0
144,21,14,13,14,0,0
144,22,17,14,17,3,14
144,23,98,97,106,6,100
144,24,35,32,37,5,32
144,25,13,12,13,1,12
144,26,5,4,5,1,4
144,27,30,28,32,2,30
144,28,51,49,52,1,51
144,29,10,9,10,1,9
144,30,2,1,3,2,1
144,31,2,1,2,1,1
144,32,2,1,3,2,1
144,33,4,3,4,1,3
144,34,1,1,1,0,0
144,35,0,0,0,0,0
144,36,5,4,6,2,4
144,37,30,29,32,2,30
144,38,1,0,1,1,0
144,39,8,7,8,1,7
144,40,1,1,1,0,0
144,41,3,3,3,0,0
144,42,28,26,35,6,29
144,43,1,1,1,0,0
144,44,0,0,0,0,0
144,45,0,0,0,0,0
144,46,16,16,18,2,16
144,47,2,1,2,1,1
144,48,59,53,63,8,55
144,49,0,0,0,0,0
144,50,0,0,0,0,0
144,51,132,115,160,36,124
144,52,0,0,0,0,0
144,53,2,2,2,0,0
144,54,8,9,9,0,0
144,55,1,1,1,0,0
144,56,0,0,0,0,0
144,57,6,5,6,1,5
144,58,0,0,0,0,0
144,59,0,0,0,0,0
144,60,0,0,0,0,0
144,61,1,1,1,0,0
144,62,1,0,1,1,0
144,63,0,0,0,0,0
144,64,5,5,5,0,0
144,65,0,0,0,0,0
144,66,5,5,5,0,0
1,1,52,46,53,2,51
1,2,3,3,3,0,0
1,3,0,0,0,0,0
1,4,17,16,17,1,16
1,5,1,1,2,1,1
1,6,1,1,1,0,0
1,7,63,60,68,4,64
1,8,89,88,96,6,90
1,9,20,20,21,1,20
1,10,0,0,0,0,0
1,11,10,10,11,1,10
1,12,53,51,55,1,54
1,13,3,3,3,0,0
1,14,21,19,21,2,19
1,15,0,0,0,0,0
1,16,2,2,3,0,0
1,17,0,0,0,0,0
1,18,0,0,0,0,0
1,19,16,16,16,0,0
1,20,43,33,49,15,34
1,21,38,32,44,10,34
1,22,17,15,17,2,15
1,23,109,107,118,8,110
1,24,23,26,28,1,27
1,25,11,9,14,4,10
1,26,5,5,6,1,5
1,27,31,30,33,3,30
1,28,54,50,60,10,50
1,29,9,9,12,3,9
1,30,0,0,0,0,0
1,31,1,1,2,1,1
1,32,1,1,1,0,0
1,33,2,2,2,0,0
1,34,0,0,0,0,0
1,35,2,1,2,1,1
1,36,3,3,3,0,0
1,37,34,32,36,4,32
1,38,2,2,2,0,0
1,39,10,10,14,3,11
1,40,3,2,4,2,2
1,41,1,1,1,0,0
1,42,31,32,33,1,32
1,43,0,0,0,0,0
1,44,0,0,0,0,0
1,45,2,2,2,0,0
1,46,36,34,39,4,35
1,47,5,5,7,1,6
1,48,53,49,57,8,49
1,49,0,0,0,0,0
1,50,0,0,0,0,0
1,51,162,127,195,58,137
1,52,0,0,0,0,0
1,53,1,1,1,0,0
1,54,7,7,7,0,0
1,55,1,1,1,0,0
1,56,0,0,0,0,0
1,57,5,4,5,1,4
1,58,0,0,0,0,0
1,59,2,2,2,0,0
1,60,0,0,0,0,0
1,61,0,0,0,0,0
1,62,0,0,0,0,0
1,63,1,1,1,0,0
1,64,7,7,7,0,0
1,65,1,1,1,0,0
1,66,4,3,4,1,3
2,1,47,47,48,1,47
2,2,2,2,2,0,0
2,3,0,0,0,0,0
2,4,11,11,11,0,0
2,5,0,0,0,0,0
2,6,1,1,1,0,0
2,7,49,42,52,9,43
2,8,76,71,78,4,74
2,9,9,7,11,4,7
2,10,0,0,0,0,0
2,11,7,8,8,0,0
2,12,35,33,36,0,0
2,13,3,2,3,1,2
2,14,22,20,23,3,20
2,15,0,0,0,0,0
2,16,5,5,5,0,0
2,17,0,0,0,0,0
2,18,2,1,5,4,1
2,19,17,17,17,0,0
2,20,32,27,38,11,27
2,21,14,13,16,3,13
2,22,16,13,22,9,13
2,23,96,91,100,8,92
2,24,22,19,22,2,20
2,25,18,7,25,18,7
2,26,4,5,5,0,0
2,27,36,34,40,2,38
2,28,35,31,40,9,31
2,29,2,1,2,1,1
2,30,1,1,1,0,0
2,31,3,3,4,1,3
2,32,1,1,1,0,0
2,33,1,1,1,0,0
2,34,0,0,0,0,0
2,35,2,1,2,1,1
2,36,2,2,2,0,0
2,37,25,26,26,0,0
2,38,2,2,2,0,0
2,39,13,11,15,4,11
2,40,2,1,2,1,1
2,41,1,1,1,0,0
2,42,38,35,41,6,35
2,43,0,0,0,0,0
2,44,0,0,0,0,0
2,45,2,2,2,0,0
2,46,17,18,18,0,0
2,47,1,1,1,0,0
2,48,43,38,48,9,39
2,49,1,1,2,1,1
2,50,0,0,0,0,0
2,51,150,118,170,48,122
2,52,0,0,0,0,0
2,53,4,5,5,0,0
2,54,5,6,6,0,0
2,55,2,0,4,4,0
2,56,0,0,0,0,0
2,57,5,4,5,1,4
2,58,0,0,0,0,0
2,59,0,0,0,0,0
2,60,0,0,0,0,0
2,61,0,0,0,0,0
2,62,0,0,0,0,0
2,63,0,0,0,0,0
2,64,1,1,1,0,0
2,65,0,0,0,0,0
2,66,3,2,3,1,2
3,1,50,43,55,10,45
3,2,9,6,10,2,8
3,3,1,1,1,0,0
3,4,8,9,10,0,0
3,5,0,0,0,0,0
3,6,3,3,3,0,0
3,7,50,45,52,6,46
3,8,65,60,73,11,62
3,9,12,11,15,3,12
3,10,0,0,0,0,0
3,11,3,3,3,0,0
3,12,43,37,43,3,40
3,13,2,2,2,0,0
3,14,14,15,15,0,0
3,15,1,1,1,0,0
3,16,1,1,1,0,0
3,17,4,5,5,0,0
3,18,5,2,7,5,2
3,19,20,19,21,2,19
3,20,17,16,18,2,16
3,21,3,4,4,0,0
3,22,25,18,27,9,18
3,23,95,92,99,6,93
3,24,32,33,35,2,33
3,25,21,15,22,6,16
3,26,6,6,6,0,0
3,27,30,27,31,3,28
3,28,35,33,35,2,33
3,29,6,6,6,0,0
3,30,0,0,0,0,0
3,31,3,3,4,1,3
3,32,0,0,0,0,0
3,33,3,3,4,1,3
3,34,0,0,0,0,0
3,35,1,1,1,0,0
3,36,2,2,2,0,0
3,37,23,23,24,1,23
3,38,5,5,6,1,5
3,39,13,9,17,7,10
3,40,0,0,0,0,0
3,41,0,0,0,0,0
3,42,21,21,22,1,21
3,43,0,0,0,0,0
3,44,1,0,2,2,0
3,45,0,0,0,0,0
3,46,18,18,18,0,0
3,47,1,1,1,0,0
3,48,47,42,50,6,44
3,49,0,0,0,0,0
3,50,0,0,0,0,0
3,51,152,114,199,80,119
3,52,0,0,0,0,0
3,53,1,1,1,0,0
3,54,4,4,4,0,0
3,55,0,0,0,0,0
3,56,1,1,1,0,0
3,57,6,6,7,1,6
3,58,1,1,1,0,0
3,59,0,0,0,0,0
3,60,0,0,0,0,0
3,61,1,1,1,0,0
3,62,0,0,0,0,0
3,63,0,0,0,0,0
3,64,3,3,3,0,0
3,65,1,0,1,1,0
3,66,3,3,3,0,0
4,1,45,43,51,5,46
4,2,2,2,2,0,0
4,3,0,0,0,0,0
4,4,11,10,11,0,0
4,5,1,1,1,0,0
4,6,0,0,0,0,0
4,7,47,40,56,16,40
4,8,63,59,67,7,60
4,9,9,8,9,1,8
4,10,0,0,0,0,0
4,11,6,6,6,0,0
4,12,30,28,33,2,31
4,13,3,3,3,0,0
4,14,15,14,16,2,14
4,15,0,0,0,0,0
4,16,1,1,2,0,0
4,17,3,2,4,2,2
4,18,1,1,1,0,0
4,19,16,16,16,0,0
4,20,14,13,14,0,0
4,21,14,14,14,0,0
4,22,16,14,20,6,14
4,23,97,93,105,8,97
4,24,17,17,19,2,17
4,25,10,9,10,0,0
4,26,3,3,3,0,0
4,27,33,27,33,2,31
4,28,47,37,50,10,40
4,29,8,8,8,0,0
4,30,0,0,0,0,0
4,31,3,2,4,2,2
4,32,0,0,0,0,0
4,33,5,2,7,5,2
4,34,0,0,0,0,0
4,35,3,2,3,1,2
4,36,4,4,6,2,4
4,37,21,21,21,0,0
4,38,0,0,0,0,0
4,39,9,8,11,3,8
4,40,1,1,1,0,0
4,41,0,0,0,0,0
4,42,18,19,19,0,0
4,43,0,0,0,0,0
4,44,0,0,0,0,0
4,45,0,0,0,0,0
4,46,13,13,13,0,0
4,47,1,1,1,0,0
4,48,42,41,51,8,43
4,49,0,0,0,0,0
4,50,1,1,1,0,0
4,51,123,99,155,54,101
4,52,0,0,0,0,0
4,53,2,2,2,0,0
4,54,6,6,7,1,6
4,55,2,2,4,2,2
4,56,0,0,0,0,0
4,57,2,2,2,0,0
4,58,0,0,0,0,0
4,59,1,1,1,0,0
4,60,0,0,0,0,0
4,61,1,1,1,0,0
4,62,0,0,0,0,0
4,63,0,0,0,0,0
4,64,2,2,2,0,0
4,65,0,0,0,0,0
4,66,2,2,2,0,0
5,1,35,37,37,0,0
5,2,6,6,7,1,6
5,3,0,0,0,0,0
5,4,7,7,7,0,0
5,5,0,0,0,0,0
5,6,3,2,3,1,2
5,7,46,39,47,8,39
5,8,52,51,57,4,53
5,9,5,6,6,0,0
5,10,0,0,0,0,0
5,11,4,4,4,0,0
5,12,47,42,50,8,42
5,13,5,5,5,0,0
5,14,11,10,11,1,10
5,15,0,0,0,0,0
5,16,0,0,0,0,0
5,17,0,0,0,0,0
5,18,2,1,2,1,1
5,19,12,12,14,2,12
5,20,11,11,11,0,0
5,21,8,8,8,0,0
5,22,15,12,22,10,12
5,23,76,71,80,6,74
5,24,11,10,11,0,0
5,25,14,11,14,0,0
5,26,5,2,5,3,2
5,27,26,23,26,3,23
5,28,38,35,43,8,35
5,29,3,2,3,1,2
5,30,0,0,0,0,0
5,31,4,4,6,2,4
5,32,0,0,0,0,0
5,33,3,3,3,0,0
5,34,0,0,0,0,0
5,35,0,0,0,0,0
5,36,1,1,1,0,0
5,37,29,28,31,3,28
5,38,1,1,1,0,0
5,39,9,8,9,1,8
5,40,0,0,0,0,0
5,41,1,1,1,0,0
5,42,23,22,24,1,23
5,43,0,0,0,0,0
5,44,0,0,0,0,0
5,45,0,0,0,0,0
5,46,17,17,18,1,17
5,47,1,1,1,0,0
5,48,40,35,44,7,37
5,49,0,0,0,0,0
5,50,1,1,1,0,0
5,51,129,97,151,48,103
5,52,0,0,0,0,0
5,53,1,0,1,1,0
5,54,3,2,3,1,2
5,55,0,0,0,0,0
5,56,1,1,1,0,0
5,57,2,1,3,2,1
5,58,0,0,0,0,0
5,59,0,0,0,0,0
5,60,0,0,0,0,0
5,61,0,0,0,0,0
5,62,0,0,0,0,0
5,63,0,0,0,0,0
5,64,3,3,3,0,0
5,65,0,0,0,0,0
5,66,2,2,2,0,0
6,1,35,35,36,0,0
6,2,7,6,8,1,7
6,3,0,0,0,0,0
6,4,6,6,6,0,0
6,5,0,0,0,0,0
6,6,4,2,5,2,3
6,7,27,25,28,1,27
6,8,46,46,48,2,46
6,9,3,2,3,1,2
6,10,0,0,0,0,0
6,11,4,7,7,0,0
6,12,31,30,33,2,31
6,13,3,2,3,1,2
6,14,5,5,5,0,0
6,15,0,0,0,0,0
6,16,0,0,0,0,0
6,17,0,0,0,0,0
6,18,0,0,0,0,0
6,19,17,14,23,8,15
6,20,14,14,14,0,0
6,21,7,7,7,0,0
6,22,17,16,20,3,17
6,23,94,87,104,11,93
6,24,18,18,18,0,0
6,25,18,13,21,6,15
6,26,5,5,5,0,0
6,27,26,23,26,2,24
6,28,34,30,38,7,31
6,29,5,4,5,1,4
6,30,0,0,0,0,0
6,31,1,1,1,0,0
6,32,0,0,0,0,0
6,33,0,0,0,0,0
6,34,0,0,0,0,0
6,35,0,0,0,0,0
6,36,2,2,2,0,0
6,37,31,30,32,2,30
6,38,6,3,6,2,4
6,39,3,4,4,0,0
6,40,0,0,0,0,0
6,41,3,3,3,0,0
6,42,20,20,20,0,0
6,43,0,0,0,0,0
6,44,0,0,0,0,0
6,45,0,0,0,0,0
6,46,11,11,11,0,0
6,47,2,2,2,0,0
6,48,46,42,48,5,43
6,49,0,0,0,0,0
6,50,1,1,1,0,0
6,51,111,93,119,19,100
6,52,0,0,0,0,0
6,53,0,0,0,0,0
6,54,4,4,4,0,0
6,55,1,1,1,0,0
6,56,0,0,0,0,0
6,57,1,1,1,0,0
6,58,0,0,0,0,0
6,59,0,0,0,0,0
6,60,0,0,0,0,0
6,61,1,1,1,0,0
6,62,0,0,0,0,0
6,63,0,0,0,0,0
6,64,3,1,3,2,1
6,65,0,0,0,0,0
6,66,2,2,2,0,0
7,1,34,27,42,11,31
7,2,9,10,11,0,0
7,3,0,0,0,0,0
7,4,5,5,5,0,0
7,5,0,0,0,0,0
7,6,2,2,3,1,2
7,7,47,47,52,4,48
7,8,48,43,48,3,45
7,9,10,9,12,3,9
7,10,0,0,0,0,0
7,11,4,4,6,2,4
7,12,33,33,40,5,35
7,13,1,1,1,0,0
7,14,9,9,9,0,0
7,15,0,0,0,0,0
7,16,0,0,0,0,0
7,17,0,0,0,0,0
7,18,0,0,0,0,0
7,19,17,14,21,7,14
7,20,10,10,14,4,10
7,21,7,7,9,1,8
7,22,26,23,29,6,23
7,23,92,86,104,14,90
7,24,20,19,20,0,0
7,25,10,9,10,0,0
7,26,3,3,3,0,0
7,27,27,24,28,4,24
7,28,32,26,35,7,28
7,29,5,3,5,2,3
7,30,0,0,0,0,0
7,31,0,0,0,0,0
